2.800000000000000000e+01 1.000000000000000000e+00 9.981354475021362305e-01 1.000000000000000000e+00 9.521518230438232866e-01
5.600000000000000000e+01 1.000000000000000000e+00 9.521517753601074219e-01 1.000000000000000000e+00 9.521518230438232866e-01
8.400000000000000000e+01 1.000000000000000000e+00 9.474498033523559570e-01 1.000000000000000000e+00 9.477931976318358931e-01
1.130000000000000000e+02 1.000000000000000000e+00 7.832189202308654785e-01 1.000000000000000000e+00 7.832189559936523215e-01
1.410000000000000000e+02 9.499999999999999556e-01 7.967048883438110352e-01 9.000000000000000222e-01 7.618904441595077959e-01
1.690000000000000000e+02 9.000000000000000222e-01 8.066347241401672363e-01 8.000000000000000444e-01 7.290020048618316428e-01
1.970000000000000000e+02 9.000000000000000222e-01 8.146330714225769043e-01 5.999999999999999778e-01 6.636588037014007346e-01
2.260000000000000000e+02 7.500000000000000000e-01 7.960258722305297852e-01 5.999999999999999778e-01 6.636588037014007346e-01
2.540000000000000000e+02 5.000000000000000000e-01 7.251057028770446777e-01 5.999999999999999778e-01 5.918599553406238556e-01
2.820000000000000000e+02 5.500000000000000444e-01 6.739188432693481445e-01 5.999999999999999778e-01 5.918599553406238556e-01
3.100000000000000000e+02 4.500000000000000111e-01 5.118260383605957031e-01 4.000000000000000222e-01 5.372530244290828483e-01
3.390000000000000000e+02 4.000000000000000222e-01 4.458499550819396973e-01 4.000000000000000222e-01 5.372530244290828483e-01
3.670000000000000000e+02 4.500000000000000111e-01 4.368526935577392578e-01 4.000000000000000222e-01 5.372530244290828483e-01
3.950000000000000000e+02 4.000000000000000222e-01 4.339881837368011475e-01 3.499999999999999778e-01 5.053241573274135368e-01
4.240000000000000000e+02 4.000000000000000222e-01 4.147089421749114990e-01 3.499999999999999778e-01 5.053241573274135368e-01
4.520000000000000000e+02 2.000000000000000111e-01 3.976836204528808594e-01 2.500000000000000000e-01 4.214852981269359700e-01
4.800000000000000000e+02 2.500000000000000000e-01 3.975732922554016113e-01 2.500000000000000000e-01 4.214852981269359700e-01
5.080000000000000000e+02 2.000000000000000111e-01 3.924253880977630615e-01 2.500000000000000000e-01 3.757587589323520549e-01
5.370000000000000000e+02 2.000000000000000111e-01 3.743015229701995850e-01 2.500000000000000000e-01 3.757587589323520549e-01
5.650000000000000000e+02 2.000000000000000111e-01 3.859589099884033203e-01 2.000000000000000111e-01 3.516951136291027180e-01
5.930000000000000000e+02 2.000000000000000111e-01 3.652279376983642578e-01 2.000000000000000111e-01 3.516951136291027180e-01
6.210000000000000000e+02 2.000000000000000111e-01 3.616256713867187500e-01 2.000000000000000111e-01 3.516951136291027180e-01
6.500000000000000000e+02 2.000000000000000111e-01 3.807094693183898926e-01 2.000000000000000111e-01 3.745526209473609702e-01
6.780000000000000000e+02 2.000000000000000111e-01 3.881941735744476318e-01 2.000000000000000111e-01 3.745526209473609702e-01
7.060000000000000000e+02 2.000000000000000111e-01 3.809919655323028564e-01 2.000000000000000111e-01 3.582190018147229926e-01
7.340000000000000000e+02 2.000000000000000111e-01 3.808665573596954346e-01 2.000000000000000111e-01 3.582190018147229926e-01
7.630000000000000000e+02 2.000000000000000111e-01 3.828237354755401611e-01 2.000000000000000111e-01 3.684456328861415164e-01
7.910000000000000000e+02 2.000000000000000111e-01 3.768420517444610596e-01 2.000000000000000111e-01 3.684456328861415164e-01
8.190000000000000000e+02 2.000000000000000111e-01 3.687020242214202881e-01 2.000000000000000111e-01 3.684456328861415164e-01
8.480000000000000000e+02 2.000000000000000111e-01 3.689844608306884766e-01 2.000000000000000111e-01 3.684456328861415164e-01
